Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde62263 Vardas62263 9 4 6 0 7 5 
Pavarde62264 Vardas62264 9 9 1 0 9 0 
Pavarde62265 Vardas62265 8 1 0 8 10 5 
Pavarde62266 Vardas62266 5 9 4 3 10 4 
Pavarde62267 Vardas62267 10 3 3 9 7 0 
Pavarde62268 Vardas62268 8 8 1 9 5 7 
Pavarde62269 Vardas62269 9 5 9 7 4 7 
Pavarde62270 Vardas62270 9 7 5 5 3 2 
Pavarde62271 Vardas62271 3 4 3 7 2 1 
Pavarde62272 Vardas62272 4 10 9 9 1 1 
Pavarde62273 Vardas62273 3 2 4 5 3 0 
Pavarde62274 Vardas62274 4 4 1 1 3 2 
Pavarde62275 Vardas62275 0 7 7 2 6 2 
Pavarde62276 Vardas62276 2 3 8 8 2 8 
Pavarde62277 Vardas62277 5 7 6 10 5 3 
Pavarde62278 Vardas62278 3 9 6 4 8 7 
Pavarde62279 Vardas62279 2 7 9 5 2 6 
Pavarde62280 Vardas62280 6 9 0 3 7 1 
Pavarde62281 Vardas62281 2 7 1 8 8 8 
Pavarde62282 Vardas62282 1 2 4 1 9 6 
Pavarde62283 Vardas62283 10 9 3 10 2 7 
Pavarde62284 Vardas62284 5 1 10 6 1 5 
Pavarde62285 Vardas62285 7 7 10 0 3 9 
Pavarde62286 Vardas62286 1 10 10 9 6 10 
Pavarde62287 Vardas62287 8 8 7 6 6 8 
Pavarde62288 Vardas62288 4 0 8 6 8 4 
Pavarde62289 Vardas62289 7 1 9 2 5 9 
Pavarde62290 Vardas62290 4 1 0 9 10 10 
Pavarde62291 Vardas62291 6 4 5 10 7 6 
Pavarde62292 Vardas62292 4 10 3 1 2 4 
Pavarde62293 Vardas62293 9 2 4 0 10 1 
Pavarde62294 Vardas62294 7 7 7 10 3 5 
Pavarde62295 Vardas62295 7 2 2 10 7 10 
Pavarde62296 Vardas62296 4 9 6 5 7 0 
Pavarde62297 Vardas62297 1 0 4 7 6 6 
Pavarde62298 Vardas62298 10 3 9 8 3 5 
Pavarde62299 Vardas62299 1 8 2 5 5 5 
Pavarde62300 Vardas62300 4 9 4 10 2 2 
Pavarde62301 Vardas62301 5 8 5 3 2 7 
Pavarde62302 Vardas62302 9 3 0 0 10 4 
Pavarde62303 Vardas62303 2 8 8 4 6 3 
Pavarde62304 Vardas62304 5 8 1 1 8 10 
Pavarde62305 Vardas62305 9 1 8 8 4 2 
Pavarde62306 Vardas62306 4 2 2 2 3 4 
Pavarde62307 Vardas62307 1 4 9 5 10 0 
Pavarde62308 Vardas62308 4 4 5 2 0 9 
Pavarde62309 Vardas62309 4 2 3 7 7 7 
Pavarde62310 Vardas62310 10 5 7 3 7 7 
Pavarde62311 Vardas62311 9 2 10 10 0 2 
Pavarde62312 Vardas62312 4 6 10 3 7 1 
Pavarde62313 Vardas62313 9 0 4 6 5 9 
Pavarde62314 Vardas62314 2 6 1 8 4 0 
Pavarde62315 Vardas62315 3 3 5 10 10 8 
Pavarde62316 Vardas62316 4 8 2 3 2 2 
Pavarde62317 Vardas62317 8 1 3 5 5 4 
Pavarde62318 Vardas62318 5 8 10 9 9 0 
Pavarde62319 Vardas62319 7 8 1 4 2 3 
Pavarde62320 Vardas62320 3 3 8 8 6 4 
Pavarde62321 Vardas62321 5 9 2 1 4 1 
Pavarde62322 Vardas62322 8 8 0 8 0 10 
Pavarde62323 Vardas62323 1 3 7 6 2 4 
Pavarde62324 Vardas62324 9 4 3 6 6 9 
Pavarde62325 Vardas62325 5 3 2 4 7 0 
Pavarde62326 Vardas62326 2 3 1 8 10 7 
Pavarde62327 Vardas62327 0 1 6 1 10 8 
Pavarde62328 Vardas62328 8 7 8 1 10 10 
Pavarde62329 Vardas62329 10 8 7 5 6 9 
Pavarde62330 Vardas62330 9 6 3 5 3 10 
Pavarde62331 Vardas62331 7 0 3 4 6 10 
Pavarde62332 Vardas62332 5 2 0 9 3 9 
Pavarde62333 Vardas62333 1 3 8 2 7 9 
Pavarde62334 Vardas62334 10 6 8 3 8 3 
Pavarde62335 Vardas62335 6 6 3 9 4 4 
Pavarde62336 Vardas62336 1 7 2 9 1 1 
Pavarde62337 Vardas62337 8 8 10 4 9 3 
Pavarde62338 Vardas62338 6 10 5 1 6 5 
Pavarde62339 Vardas62339 7 7 9 5 2 9 
Pavarde62340 Vardas62340 10 6 6 10 6 9 
Pavarde62341 Vardas62341 10 9 3 2 7 7 
Pavarde62342 Vardas62342 9 8 3 9 8 6 
Pavarde62343 Vardas62343 1 1 7 9 4 5 
Pavarde62344 Vardas62344 0 3 0 8 9 3 
Pavarde62345 Vardas62345 7 1 2 0 7 5 
Pavarde62346 Vardas62346 5 5 7 8 6 7 
Pavarde62347 Vardas62347 9 0 3 2 10 8 
Pavarde62348 Vardas62348 2 10 5 4 4 1 
Pavarde62349 Vardas62349 1 2 1 1 4 6 
Pavarde62350 Vardas62350 7 6 6 4 7 1 
Pavarde62351 Vardas62351 10 7 0 7 10 2 
Pavarde62352 Vardas62352 2 5 0 10 3 7 
Pavarde62353 Vardas62353 4 3 5 0 7 10 
Pavarde62354 Vardas62354 4 7 8 0 10 2 
Pavarde62355 Vardas62355 0 5 8 6 6 3 
Pavarde62356 Vardas62356 8 2 3 0 5 2 
Pavarde62357 Vardas62357 1 10 6 4 6 1 
Pavarde62358 Vardas62358 0 8 1 2 4 4 
Pavarde62359 Vardas62359 10 1 2 3 3 10 
Pavarde62360 Vardas62360 1 9 4 10 3 6 
Pavarde62361 Vardas62361 7 4 0 2 1 3 
Pavarde62362 Vardas62362 5 5 5 4 0 6 
Pavarde62363 Vardas62363 0 1 5 1 0 7 
Pavarde62364 Vardas62364 0 2 1 0 9 2 
Pavarde62365 Vardas62365 2 6 2 10 1 6 
Pavarde62366 Vardas62366 0 8 4 4 3 4 
Pavarde62367 Vardas62367 0 2 5 0 5 6 
Pavarde62368 Vardas62368 5 5 8 5 6 2 
Pavarde62369 Vardas62369 3 3 1 10 5 10 
Pavarde62370 Vardas62370 0 10 1 2 1 7 
Pavarde62371 Vardas62371 1 2 8 9 0 1 
Pavarde62372 Vardas62372 8 5 1 7 7 0 
Pavarde62373 Vardas62373 4 1 9 10 9 1 
Pavarde62374 Vardas62374 7 5 10 7 1 1 
Pavarde62375 Vardas62375 4 3 5 6 4 9 
Pavarde62376 Vardas62376 9 4 0 6 9 7 
Pavarde62377 Vardas62377 0 6 7 3 4 5 
Pavarde62378 Vardas62378 9 4 6 1 4 10 
Pavarde62379 Vardas62379 9 9 10 10 0 5 
Pavarde62380 Vardas62380 10 1 5 8 3 10 
Pavarde62381 Vardas62381 9 0 8 10 0 6 
Pavarde62382 Vardas62382 1 7 3 6 2 1 
Pavarde62383 Vardas62383 8 9 8 3 2 4 
Pavarde62384 Vardas62384 5 1 0 4 4 8 
Pavarde62385 Vardas62385 4 6 7 3 0 6 
Pavarde62386 Vardas62386 5 0 6 7 4 6 
Pavarde62387 Vardas62387 4 2 6 4 3 4 
Pavarde62388 Vardas62388 5 6 10 9 8 5 
Pavarde62389 Vardas62389 5 4 7 3 5 1 
Pavarde62390 Vardas62390 6 6 2 9 7 4 
Pavarde62391 Vardas62391 5 9 8 6 4 5 
Pavarde62392 Vardas62392 5 8 3 5 7 1 
Pavarde62393 Vardas62393 1 1 3 8 9 8 
Pavarde62394 Vardas62394 7 4 4 0 0 8 
Pavarde62395 Vardas62395 4 10 9 3 1 2 
Pavarde62396 Vardas62396 6 7 10 0 4 0 
Pavarde62397 Vardas62397 5 9 0 2 10 8 
Pavarde62398 Vardas62398 6 10 0 2 7 9 
Pavarde62399 Vardas62399 4 9 6 5 5 8 
Pavarde62400 Vardas62400 4 8 1 2 4 3 
Pavarde62401 Vardas62401 3 8 10 6 10 1 
Pavarde62402 Vardas62402 8 8 3 4 2 4 
Pavarde62403 Vardas62403 6 1 1 9 10 8 
Pavarde62404 Vardas62404 0 5 2 5 6 2 
Pavarde62405 Vardas62405 5 9 2 4 7 1 
Pavarde62406 Vardas62406 9 0 4 7 9 9 
Pavarde62407 Vardas62407 7 1 5 0 2 8 
Pavarde62408 Vardas62408 4 8 2 1 1 6 
Pavarde62409 Vardas62409 3 4 0 9 0 3 
Pavarde62410 Vardas62410 3 6 9 0 10 10 
Pavarde62411 Vardas62411 2 2 8 8 4 4 
Pavarde62412 Vardas62412 4 7 3 0 3 9 
Pavarde62413 Vardas62413 5 9 2 10 10 0 
Pavarde62414 Vardas62414 9 8 8 7 4 10 
Pavarde62415 Vardas62415 9 10 3 6 3 6 
Pavarde62416 Vardas62416 3 7 9 10 5 4 
Pavarde62417 Vardas62417 10 0 1 9 10 0 
Pavarde62418 Vardas62418 3 1 4 4 6 5 
Pavarde62419 Vardas62419 10 5 5 10 6 5 
Pavarde62420 Vardas62420 2 9 10 10 4 1 
Pavarde62421 Vardas62421 10 5 4 7 6 9 
Pavarde62422 Vardas62422 8 0 0 2 6 8 
Pavarde62423 Vardas62423 0 3 7 7 4 7 
Pavarde62424 Vardas62424 4 10 1 1 8 5 
Pavarde62425 Vardas62425 8 0 6 4 2 2 
Pavarde62426 Vardas62426 10 10 9 3 1 2 
Pavarde62427 Vardas62427 4 9 5 3 0 3 
Pavarde62428 Vardas62428 7 10 5 4 0 0 
Pavarde62429 Vardas62429 3 4 0 0 7 8 
Pavarde62430 Vardas62430 2 6 2 7 2 0 
Pavarde62431 Vardas62431 3 6 0 2 1 1 
Pavarde62432 Vardas62432 1 8 3 4 8 10 
Pavarde62433 Vardas62433 10 3 4 10 6 5 
Pavarde62434 Vardas62434 9 6 8 10 10 1 
Pavarde62435 Vardas62435 4 1 1 1 8 1 
Pavarde62436 Vardas62436 6 3 7 2 4 7 
Pavarde62437 Vardas62437 3 6 9 3 2 6 
Pavarde62438 Vardas62438 10 3 3 6 1 5 
Pavarde62439 Vardas62439 2 3 3 8 6 5 
Pavarde62440 Vardas62440 10 8 1 2 3 0 
Pavarde62441 Vardas62441 7 5 6 5 9 10 
Pavarde62442 Vardas62442 7 3 7 0 1 2 
Pavarde62443 Vardas62443 2 3 8 6 9 1 
Pavarde62444 Vardas62444 3 10 5 4 1 4 
Pavarde62445 Vardas62445 1 5 10 10 1 0 
Pavarde62446 Vardas62446 6 0 4 9 3 10 
Pavarde62447 Vardas62447 5 0 9 2 8 5 
Pavarde62448 Vardas62448 2 10 1 9 7 0 
Pavarde62449 Vardas62449 1 9 7 8 4 4 
Pavarde62450 Vardas62450 1 9 4 2 0 0 
Pavarde62451 Vardas62451 10 7 4 8 0 5 
Pavarde62452 Vardas62452 3 3 0 8 2 4 
Pavarde62453 Vardas62453 8 3 10 5 8 0 
Pavarde62454 Vardas62454 1 7 8 8 1 1 
Pavarde62455 Vardas62455 0 2 5 6 5 5 
Pavarde62456 Vardas62456 7 5 6 4 7 5 
Pavarde62457 Vardas62457 3 5 9 8 10 5 
Pavarde62458 Vardas62458 2 3 1 7 2 3 
Pavarde62459 Vardas62459 10 3 9 1 0 9 
Pavarde62460 Vardas62460 9 0 2 9 2 6 
Pavarde62461 Vardas62461 4 7 3 5 9 4 
Pavarde62462 Vardas62462 5 5 0 7 0 9 
Pavarde62463 Vardas62463 8 7 2 8 10 2 
Pavarde62464 Vardas62464 6 9 5 0 8 3 
Pavarde62465 Vardas62465 10 8 3 2 9 1 
Pavarde62466 Vardas62466 1 0 2 8 9 3 
Pavarde62467 Vardas62467 4 3 2 10 10 2 
Pavarde62468 Vardas62468 5 2 6 9 5 2 
Pavarde62469 Vardas62469 6 3 10 2 2 7 
Pavarde62470 Vardas62470 2 4 6 2 0 5 
Pavarde62471 Vardas62471 10 2 8 5 9 2 
Pavarde62472 Vardas62472 3 4 3 3 1 6 
Pavarde62473 Vardas62473 8 9 6 10 2 8 
Pavarde62474 Vardas62474 9 8 1 6 4 7 
Pavarde62475 Vardas62475 8 7 3 1 6 0 
Pavarde62476 Vardas62476 8 3 3 2 2 10 
Pavarde62477 Vardas62477 3 3 10 1 9 2 
Pavarde62478 Vardas62478 4 3 0 2 9 6 
Pavarde62479 Vardas62479 6 10 7 6 0 7 
Pavarde62480 Vardas62480 3 0 9 8 9 4 
Pavarde62481 Vardas62481 2 4 7 3 7 6 
Pavarde62482 Vardas62482 3 5 4 8 1 5 
Pavarde62483 Vardas62483 0 7 6 8 9 2 
Pavarde62484 Vardas62484 8 10 2 4 2 6 
Pavarde62485 Vardas62485 0 7 3 3 4 5 
Pavarde62486 Vardas62486 6 4 2 2 10 4 
Pavarde62487 Vardas62487 0 7 9 2 0 0 
Pavarde62488 Vardas62488 8 4 4 4 0 3 
Pavarde62489 Vardas62489 2 5 3 3 4 9 
Pavarde62490 Vardas62490 8 6 7 2 2 8 
Pavarde62491 Vardas62491 7 10 6 10 4 9 
Pavarde62492 Vardas62492 0 0 9 8 0 6 
Pavarde62493 Vardas62493 1 0 5 8 7 2 
Pavarde62494 Vardas62494 1 3 2 2 5 9 
Pavarde62495 Vardas62495 2 6 8 2 7 5 
Pavarde62496 Vardas62496 10 1 5 8 10 8 
Pavarde62497 Vardas62497 6 2 7 9 1 5 
Pavarde62498 Vardas62498 10 3 5 1 6 2 
Pavarde62499 Vardas62499 4 2 7 10 1 3 
Pavarde62500 Vardas62500 6 8 1 4 8 0 
Pavarde62501 Vardas62501 4 3 9 5 5 1 
Pavarde62502 Vardas62502 5 5 8 2 8 7 
Pavarde62503 Vardas62503 4 6 5 6 9 7 
Pavarde62504 Vardas62504 5 2 0 4 0 1 
Pavarde62505 Vardas62505 7 2 3 0 0 8 
Pavarde62506 Vardas62506 9 3 7 2 3 2 
Pavarde62507 Vardas62507 0 1 5 4 3 9 
Pavarde62508 Vardas62508 5 0 3 9 1 9 
Pavarde62509 Vardas62509 10 2 5 9 2 8 
Pavarde62510 Vardas62510 8 7 2 9 1 3 
Pavarde62511 Vardas62511 3 9 8 2 5 2 
Pavarde62512 Vardas62512 0 1 9 10 3 9 
Pavarde62513 Vardas62513 4 10 0 8 8 10 
Pavarde62514 Vardas62514 10 2 6 3 5 8 
Pavarde62515 Vardas62515 5 9 9 4 4 8 
Pavarde62516 Vardas62516 2 4 10 0 3 8 
Pavarde62517 Vardas62517 9 9 8 2 2 9 
Pavarde62518 Vardas62518 6 10 6 9 2 6 
Pavarde62519 Vardas62519 0 10 10 5 5 6 
Pavarde62520 Vardas62520 6 5 1 7 10 7 
Pavarde62521 Vardas62521 3 3 6 5 0 10 
Pavarde62522 Vardas62522 7 8 8 3 8 9 
Pavarde62523 Vardas62523 7 2 1 6 4 6 
Pavarde62524 Vardas62524 6 0 9 8 10 5 
Pavarde62525 Vardas62525 2 9 9 2 9 10 
Pavarde62526 Vardas62526 6 0 8 0 8 2 
Pavarde62527 Vardas62527 9 10 8 0 10 6 
Pavarde62528 Vardas62528 3 1 8 5 2 6 
Pavarde62529 Vardas62529 5 8 2 0 8 7 
Pavarde62530 Vardas62530 0 10 6 10 9 5 
Pavarde62531 Vardas62531 10 0 9 5 9 6 
Pavarde62532 Vardas62532 2 4 1 9 5 0 
Pavarde62533 Vardas62533 5 9 9 9 8 3 
Pavarde62534 Vardas62534 8 6 8 7 4 5 
Pavarde62535 Vardas62535 2 10 6 1 8 8 
Pavarde62536 Vardas62536 1 10 7 6 8 1 
Pavarde62537 Vardas62537 0 8 10 4 10 4 
Pavarde62538 Vardas62538 3 1 0 3 4 6 
Pavarde62539 Vardas62539 10 3 8 0 4 9 
Pavarde62540 Vardas62540 5 7 8 6 3 6 
Pavarde62541 Vardas62541 9 6 6 8 6 3 
Pavarde62542 Vardas62542 10 10 7 1 10 8 
Pavarde62543 Vardas62543 4 4 3 6 6 5 
Pavarde62544 Vardas62544 6 1 10 2 4 2 
Pavarde62545 Vardas62545 2 9 2 7 9 3 
Pavarde62546 Vardas62546 6 2 10 1 4 4 
Pavarde62547 Vardas62547 9 0 7 7 10 9 
Pavarde62548 Vardas62548 5 4 3 9 4 5 
Pavarde62549 Vardas62549 6 4 10 7 7 10 
Pavarde62550 Vardas62550 1 4 6 5 4 5 
Pavarde62551 Vardas62551 9 4 9 1 10 0 
Pavarde62552 Vardas62552 7 7 9 6 10 8 
Pavarde62553 Vardas62553 0 9 10 8 5 9 
Pavarde62554 Vardas62554 0 9 1 0 7 7 
Pavarde62555 Vardas62555 7 5 8 5 1 3 
Pavarde62556 Vardas62556 2 5 1 5 0 2 
Pavarde62557 Vardas62557 0 3 1 10 7 0 
Pavarde62558 Vardas62558 6 9 4 3 3 1 
Pavarde62559 Vardas62559 10 5 9 2 7 7 
Pavarde62560 Vardas62560 6 10 1 8 10 4 
Pavarde62561 Vardas62561 0 7 9 5 1 5 
Pavarde62562 Vardas62562 8 2 9 6 5 4 
Pavarde62563 Vardas62563 8 4 0 1 10 2 
Pavarde62564 Vardas62564 1 8 5 10 9 4 
Pavarde62565 Vardas62565 1 4 4 7 0 10 
Pavarde62566 Vardas62566 10 7 1 1 1 7 
Pavarde62567 Vardas62567 10 9 6 5 5 2 
Pavarde62568 Vardas62568 6 1 1 0 7 5 
Pavarde62569 Vardas62569 1 0 9 10 10 6 
Pavarde62570 Vardas62570 5 7 8 5 3 5 
Pavarde62571 Vardas62571 10 2 0 1 3 10 
Pavarde62572 Vardas62572 5 5 3 7 4 5 
Pavarde62573 Vardas62573 9 0 8 2 0 10 
Pavarde62574 Vardas62574 4 2 7 0 7 3 
Pavarde62575 Vardas62575 1 9 6 5 8 3 
Pavarde62576 Vardas62576 4 2 7 10 8 10 
Pavarde62577 Vardas62577 4 2 10 9 0 9 
Pavarde62578 Vardas62578 3 4 8 5 3 3 
Pavarde62579 Vardas62579 5 6 7 0 1 8 
Pavarde62580 Vardas62580 2 7 7 3 1 10 
Pavarde62581 Vardas62581 1 7 4 9 6 6 
Pavarde62582 Vardas62582 8 3 4 4 9 8 
Pavarde62583 Vardas62583 6 5 6 3 9 6 
Pavarde62584 Vardas62584 10 1 8 6 0 4 
Pavarde62585 Vardas62585 2 7 3 7 3 4 
Pavarde62586 Vardas62586 1 10 9 9 9 2 
Pavarde62587 Vardas62587 6 6 3 5 10 6 
Pavarde62588 Vardas62588 5 10 0 7 8 1 
Pavarde62589 Vardas62589 3 10 3 0 8 3 
Pavarde62590 Vardas62590 5 0 0 7 10 9 
Pavarde62591 Vardas62591 8 0 3 3 2 7 
Pavarde62592 Vardas62592 10 1 7 5 2 2 
Pavarde62593 Vardas62593 10 5 6 1 7 7 
Pavarde62594 Vardas62594 9 7 5 9 8 6 
Pavarde62595 Vardas62595 7 6 10 1 8 2 
Pavarde62596 Vardas62596 5 3 7 8 10 9 
Pavarde62597 Vardas62597 9 7 6 9 0 1 
Pavarde62598 Vardas62598 3 2 8 4 10 7 
Pavarde62599 Vardas62599 6 9 4 5 4 1 
Pavarde62600 Vardas62600 5 7 4 10 8 9 
Pavarde62601 Vardas62601 2 3 2 1 7 9 
Pavarde62602 Vardas62602 1 0 10 0 3 10 
Pavarde62603 Vardas62603 6 3 8 3 6 3 
Pavarde62604 Vardas62604 5 9 9 7 9 9 
Pavarde62605 Vardas62605 5 2 8 6 9 3 
Pavarde62606 Vardas62606 3 3 2 8 9 5 
Pavarde62607 Vardas62607 3 9 5 0 2 6 
Pavarde62608 Vardas62608 9 3 3 8 9 7 
Pavarde62609 Vardas62609 7 7 7 9 6 6 
Pavarde62610 Vardas62610 5 3 7 10 6 9 
Pavarde62611 Vardas62611 0 6 4 4 10 10 
Pavarde62612 Vardas62612 3 1 1 1 9 4 
Pavarde62613 Vardas62613 0 4 8 3 1 5 
Pavarde62614 Vardas62614 4 8 0 4 1 7 
Pavarde62615 Vardas62615 9 3 1 7 4 2 
Pavarde62616 Vardas62616 7 5 0 10 10 7 
Pavarde62617 Vardas62617 0 7 8 7 9 8 
Pavarde62618 Vardas62618 3 8 7 6 2 5 
Pavarde62619 Vardas62619 10 7 8 9 10 3 
Pavarde62620 Vardas62620 2 0 5 4 4 2 
Pavarde62621 Vardas62621 4 0 3 7 4 3 
Pavarde62622 Vardas62622 2 9 6 3 4 8 
Pavarde62623 Vardas62623 7 0 7 4 4 5 
Pavarde62624 Vardas62624 5 8 5 4 5 6 
Pavarde62625 Vardas62625 2 8 1 9 8 0 
Pavarde62626 Vardas62626 5 6 1 2 10 2 
Pavarde62627 Vardas62627 2 0 3 2 1 9 
Pavarde62628 Vardas62628 10 4 2 3 9 8 
Pavarde62629 Vardas62629 8 3 0 6 8 10 
Pavarde62630 Vardas62630 3 9 2 3 0 3 
Pavarde62631 Vardas62631 3 7 7 5 1 1 
Pavarde62632 Vardas62632 10 10 1 2 1 1 
Pavarde62633 Vardas62633 6 2 1 1 10 0 
Pavarde62634 Vardas62634 2 6 8 7 5 5 
Pavarde62635 Vardas62635 5 7 0 6 7 9 
Pavarde62636 Vardas62636 2 1 3 5 3 4 
Pavarde62637 Vardas62637 10 8 3 4 1 6 
Pavarde62638 Vardas62638 1 4 7 6 9 8 
Pavarde62639 Vardas62639 2 7 6 2 9 9 
Pavarde62640 Vardas62640 10 6 4 9 0 10 
Pavarde62641 Vardas62641 9 1 4 1 5 8 
Pavarde62642 Vardas62642 3 6 2 9 9 10 
Pavarde62643 Vardas62643 8 3 7 3 2 8 
Pavarde62644 Vardas62644 4 4 4 10 1 10 
Pavarde62645 Vardas62645 0 9 4 0 4 4 
Pavarde62646 Vardas62646 5 5 5 8 2 8 
Pavarde62647 Vardas62647 8 4 6 4 10 2 
Pavarde62648 Vardas62648 0 9 10 1 8 3 
Pavarde62649 Vardas62649 6 0 1 4 8 7 
Pavarde62650 Vardas62650 2 9 8 9 3 6 
Pavarde62651 Vardas62651 10 6 1 4 6 1 
Pavarde62652 Vardas62652 8 6 9 9 1 7 
Pavarde62653 Vardas62653 1 0 3 3 1 8 
Pavarde62654 Vardas62654 1 3 10 8 8 9 
Pavarde62655 Vardas62655 8 5 2 10 9 1 
Pavarde62656 Vardas62656 0 4 8 3 7 6 
Pavarde62657 Vardas62657 10 0 4 6 9 4 
Pavarde62658 Vardas62658 6 5 7 4 2 0 
Pavarde62659 Vardas62659 2 9 0 7 4 3 
Pavarde62660 Vardas62660 0 5 6 5 0 10 
Pavarde62661 Vardas62661 7 4 7 8 8 4 
Pavarde62662 Vardas62662 4 0 6 10 5 0 
Pavarde62663 Vardas62663 1 7 3 4 1 2 
Pavarde62664 Vardas62664 8 1 8 3 8 6 
Pavarde62665 Vardas62665 10 0 2 3 4 6 
Pavarde62666 Vardas62666 4 5 2 7 0 2 
Pavarde62667 Vardas62667 3 7 2 5 1 7 
Pavarde62668 Vardas62668 9 7 7 10 2 1 
Pavarde62669 Vardas62669 8 2 1 10 2 3 
Pavarde62670 Vardas62670 2 1 8 7 4 8 
Pavarde62671 Vardas62671 6 10 7 1 6 10 
Pavarde62672 Vardas62672 3 0 0 2 9 5 
Pavarde62673 Vardas62673 7 1 3 6 1 1 
Pavarde62674 Vardas62674 3 10 10 5 4 2 
Pavarde62675 Vardas62675 4 5 9 6 8 7 
Pavarde62676 Vardas62676 3 2 2 7 1 2 
Pavarde62677 Vardas62677 7 6 1 6 4 1 
Pavarde62678 Vardas62678 10 4 5 2 9 1 
Pavarde62679 Vardas62679 0 9 9 0 8 6 
Pavarde62680 Vardas62680 4 0 6 4 0 6 
Pavarde62681 Vardas62681 2 0 6 1 5 2 
Pavarde62682 Vardas62682 6 8 7 7 1 6 
Pavarde62683 Vardas62683 1 6 4 5 9 0 
Pavarde62684 Vardas62684 0 9 2 0 3 7 
Pavarde62685 Vardas62685 7 1 8 7 4 1 
Pavarde62686 Vardas62686 10 0 7 3 1 5 
Pavarde62687 Vardas62687 5 9 5 10 3 8 
Pavarde62688 Vardas62688 1 0 5 8 4 10 
Pavarde62689 Vardas62689 1 9 4 10 1 6 
Pavarde62690 Vardas62690 4 7 7 8 7 1 
Pavarde62691 Vardas62691 3 9 0 0 5 8 
Pavarde62692 Vardas62692 3 5 2 0 3 5 
Pavarde62693 Vardas62693 9 2 1 5 1 3 
Pavarde62694 Vardas62694 2 6 2 5 7 7 
Pavarde62695 Vardas62695 4 6 10 9 1 1 
Pavarde62696 Vardas62696 1 3 9 2 0 3 
Pavarde62697 Vardas62697 2 2 3 6 0 5 
Pavarde62698 Vardas62698 10 2 8 6 6 7 
Pavarde62699 Vardas62699 4 4 4 2 4 8 
Pavarde62700 Vardas62700 9 10 7 0 2 8 
Pavarde62701 Vardas62701 9 4 7 8 2 7 
Pavarde62702 Vardas62702 9 9 0 0 9 8 
Pavarde62703 Vardas62703 7 9 1 7 2 6 
Pavarde62704 Vardas62704 2 8 7 10 8 7 
Pavarde62705 Vardas62705 8 8 3 7 3 1 
Pavarde62706 Vardas62706 4 0 3 1 9 4 
Pavarde62707 Vardas62707 10 9 7 9 4 10 
Pavarde62708 Vardas62708 7 2 2 8 5 1 
Pavarde62709 Vardas62709 9 10 4 0 2 3 
Pavarde62710 Vardas62710 4 1 5 2 2 4 
Pavarde62711 Vardas62711 8 3 1 9 3 6 
Pavarde62712 Vardas62712 7 0 4 3 0 3 
Pavarde62713 Vardas62713 7 9 0 8 6 1 
Pavarde62714 Vardas62714 0 9 8 4 3 5 
Pavarde62715 Vardas62715 6 3 5 1 3 6 
Pavarde62716 Vardas62716 4 9 7 0 2 3 
Pavarde62717 Vardas62717 0 8 1 4 8 2 
Pavarde62718 Vardas62718 0 7 0 8 10 10 
Pavarde62719 Vardas62719 9 0 7 10 3 0 
Pavarde62720 Vardas62720 2 3 10 9 4 6 
Pavarde62721 Vardas62721 6 8 8 0 2 6 
Pavarde62722 Vardas62722 8 6 3 2 7 2 
Pavarde62723 Vardas62723 4 1 0 7 8 4 
Pavarde62724 Vardas62724 0 4 8 4 0 4 
Pavarde62725 Vardas62725 8 8 5 9 5 10 
Pavarde62726 Vardas62726 10 9 0 3 4 6 
Pavarde62727 Vardas62727 0 8 6 5 3 9 
Pavarde62728 Vardas62728 6 8 6 1 7 8 
Pavarde62729 Vardas62729 1 1 0 6 3 3 
Pavarde62730 Vardas62730 5 10 3 9 8 10 
Pavarde62731 Vardas62731 6 5 9 4 9 4 
Pavarde62732 Vardas62732 6 2 3 1 6 6 
Pavarde62733 Vardas62733 9 4 9 3 5 3 
Pavarde62734 Vardas62734 4 2 1 10 8 5 
Pavarde62735 Vardas62735 2 1 0 10 9 3 
Pavarde62736 Vardas62736 9 9 4 8 4 3 
Pavarde62737 Vardas62737 9 7 8 0 5 6 
Pavarde62738 Vardas62738 1 4 1 2 4 10 
Pavarde62739 Vardas62739 3 9 6 1 3 4 
Pavarde62740 Vardas62740 5 5 4 1 4 2 
Pavarde62741 Vardas62741 0 7 8 0 1 9 
Pavarde62742 Vardas62742 7 8 9 5 9 7 
Pavarde62743 Vardas62743 7 8 3 4 5 0 
Pavarde62744 Vardas62744 2 8 3 2 1 4 
Pavarde62745 Vardas62745 3 5 5 1 5 7 
Pavarde62746 Vardas62746 1 9 6 1 0 4 
Pavarde62747 Vardas62747 10 1 5 3 8 9 
Pavarde62748 Vardas62748 8 8 2 10 0 8 
Pavarde62749 Vardas62749 3 3 10 3 4 4 
Pavarde62750 Vardas62750 4 9 7 0 4 6 
Pavarde62751 Vardas62751 5 5 4 1 9 3 
Pavarde62752 Vardas62752 10 2 8 0 3 2 
Pavarde62753 Vardas62753 5 2 7 7 5 10 
Pavarde62754 Vardas62754 8 6 0 1 1 6 
Pavarde62755 Vardas62755 9 1 1 3 0 3 
Pavarde62756 Vardas62756 0 0 8 9 2 9 
Pavarde62757 Vardas62757 7 7 4 9 9 0 
Pavarde62758 Vardas62758 4 5 7 8 0 7 
Pavarde62759 Vardas62759 5 1 9 8 8 1 
Pavarde62760 Vardas62760 6 5 7 10 1 10 
