Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde5691 Vardas5691 10 9 3 1 5 7 
Pavarde5692 Vardas5692 5 4 10 0 3 0 
Pavarde5693 Vardas5693 9 0 7 10 10 10 
Pavarde5694 Vardas5694 8 1 4 4 6 1 
Pavarde5695 Vardas5695 1 9 6 8 6 9 
Pavarde5696 Vardas5696 3 1 0 0 0 8 
Pavarde5697 Vardas5697 4 3 6 9 4 3 
Pavarde5698 Vardas5698 9 9 9 7 9 10 
Pavarde5699 Vardas5699 5 4 7 2 5 2 
Pavarde5700 Vardas5700 0 4 8 5 3 9 
Pavarde5701 Vardas5701 4 7 5 4 5 8 
Pavarde5702 Vardas5702 0 9 5 8 9 8 
Pavarde5703 Vardas5703 4 3 3 0 3 0 
Pavarde5704 Vardas5704 6 3 0 0 1 5 
Pavarde5705 Vardas5705 5 3 2 6 3 2 
Pavarde5706 Vardas5706 0 4 8 6 2 6 
Pavarde5707 Vardas5707 5 0 5 9 2 7 
Pavarde5708 Vardas5708 6 8 2 5 8 7 
Pavarde5709 Vardas5709 2 3 6 7 7 7 
Pavarde5710 Vardas5710 10 0 5 2 1 7 
Pavarde5711 Vardas5711 4 4 5 8 8 10 
Pavarde5712 Vardas5712 2 8 9 6 1 3 
Pavarde5713 Vardas5713 5 2 1 4 9 5 
Pavarde5714 Vardas5714 10 10 9 0 7 9 
Pavarde5715 Vardas5715 2 2 0 3 2 6 
Pavarde5716 Vardas5716 7 1 6 8 10 8 
Pavarde5717 Vardas5717 1 7 5 9 5 6 
Pavarde5718 Vardas5718 4 10 6 0 4 10 
Pavarde5719 Vardas5719 2 1 5 9 2 4 
Pavarde5720 Vardas5720 0 2 8 0 6 10 
Pavarde5721 Vardas5721 6 0 4 8 3 0 
Pavarde5722 Vardas5722 1 6 9 1 5 7 
Pavarde5723 Vardas5723 2 3 9 10 5 2 
Pavarde5724 Vardas5724 2 6 4 0 9 2 
Pavarde5725 Vardas5725 5 2 2 6 9 1 
Pavarde5726 Vardas5726 8 5 3 6 7 5 
Pavarde5727 Vardas5727 0 2 9 8 5 7 
Pavarde5728 Vardas5728 6 4 10 8 2 3 
Pavarde5729 Vardas5729 3 9 9 5 4 2 
Pavarde5730 Vardas5730 9 6 5 9 6 6 
Pavarde5731 Vardas5731 5 10 6 10 3 10 
Pavarde5732 Vardas5732 5 9 3 10 5 8 
Pavarde5733 Vardas5733 0 8 4 10 6 5 
Pavarde5734 Vardas5734 2 3 10 2 6 1 
Pavarde5735 Vardas5735 10 7 5 6 6 3 
Pavarde5736 Vardas5736 2 8 5 8 4 5 
Pavarde5737 Vardas5737 2 3 6 9 4 8 
Pavarde5738 Vardas5738 2 3 0 8 9 0 
Pavarde5739 Vardas5739 7 10 4 8 6 6 
Pavarde5740 Vardas5740 0 7 1 4 1 5 
Pavarde5741 Vardas5741 3 1 8 9 4 2 
Pavarde5742 Vardas5742 5 2 9 5 3 2 
Pavarde5743 Vardas5743 6 1 8 5 5 5 
Pavarde5744 Vardas5744 3 2 10 5 9 9 
Pavarde5745 Vardas5745 10 3 10 4 7 9 
Pavarde5746 Vardas5746 8 5 0 5 9 6 
Pavarde5747 Vardas5747 1 8 10 7 8 0 
Pavarde5748 Vardas5748 1 7 4 1 7 4 
Pavarde5749 Vardas5749 7 5 9 1 3 0 
Pavarde5750 Vardas5750 3 9 1 10 5 9 
Pavarde5751 Vardas5751 4 0 6 6 3 1 
Pavarde5752 Vardas5752 8 6 3 1 5 5 
Pavarde5753 Vardas5753 8 10 6 9 1 2 
Pavarde5754 Vardas5754 3 10 7 8 3 7 
Pavarde5755 Vardas5755 2 0 5 9 10 1 
Pavarde5756 Vardas5756 9 0 2 4 0 8 
Pavarde5757 Vardas5757 4 5 1 4 6 1 
Pavarde5758 Vardas5758 4 2 4 8 6 1 
Pavarde5759 Vardas5759 0 5 6 1 7 10 
Pavarde5760 Vardas5760 2 3 7 4 6 6 
Pavarde5761 Vardas5761 3 2 6 3 8 5 
Pavarde5762 Vardas5762 7 6 7 5 10 2 
Pavarde5763 Vardas5763 7 6 0 2 3 8 
Pavarde5764 Vardas5764 2 9 2 0 2 4 
Pavarde5765 Vardas5765 6 4 8 8 9 1 
Pavarde5766 Vardas5766 7 8 10 5 3 4 
Pavarde5767 Vardas5767 8 8 2 7 4 6 
Pavarde5768 Vardas5768 4 1 0 4 10 5 
Pavarde5769 Vardas5769 9 9 8 0 1 9 
Pavarde5770 Vardas5770 6 2 8 8 1 1 
Pavarde5771 Vardas5771 5 1 3 1 7 2 
Pavarde5772 Vardas5772 10 1 0 10 8 5 
Pavarde5773 Vardas5773 0 10 6 2 2 7 
Pavarde5774 Vardas5774 1 1 9 3 8 7 
Pavarde5775 Vardas5775 7 1 10 0 10 7 
Pavarde5776 Vardas5776 8 8 2 7 2 10 
Pavarde5777 Vardas5777 3 10 6 0 1 9 
Pavarde5778 Vardas5778 7 1 7 5 3 4 
Pavarde5779 Vardas5779 10 6 6 9 6 2 
Pavarde5780 Vardas5780 10 4 2 3 0 0 
Pavarde5781 Vardas5781 4 1 3 3 6 7 
Pavarde5782 Vardas5782 4 6 7 2 6 8 
Pavarde5783 Vardas5783 8 1 2 10 6 2 
Pavarde5784 Vardas5784 2 0 6 4 5 4 
Pavarde5785 Vardas5785 8 1 3 0 9 6 
Pavarde5786 Vardas5786 5 1 8 6 7 10 
Pavarde5787 Vardas5787 10 7 8 0 2 6 
Pavarde5788 Vardas5788 6 5 5 9 3 7 
Pavarde5789 Vardas5789 10 3 5 10 6 4 
Pavarde5790 Vardas5790 6 3 5 3 10 9 
Pavarde5791 Vardas5791 6 6 7 2 3 4 
Pavarde5792 Vardas5792 0 2 9 9 10 4 
Pavarde5793 Vardas5793 10 0 3 3 9 0 
Pavarde5794 Vardas5794 5 0 0 1 1 2 
Pavarde5795 Vardas5795 5 10 1 10 5 4 
Pavarde5796 Vardas5796 3 3 6 8 5 0 
Pavarde5797 Vardas5797 5 3 6 7 7 9 
Pavarde5798 Vardas5798 2 3 0 0 8 3 
Pavarde5799 Vardas5799 5 8 4 10 9 8 
Pavarde5800 Vardas5800 6 2 7 8 6 6 
Pavarde5801 Vardas5801 9 9 10 5 8 9 
Pavarde5802 Vardas5802 7 10 7 8 10 6 
Pavarde5803 Vardas5803 8 1 6 4 6 8 
Pavarde5804 Vardas5804 2 3 8 2 10 5 
Pavarde5805 Vardas5805 6 1 6 10 4 3 
Pavarde5806 Vardas5806 7 1 1 8 9 5 
Pavarde5807 Vardas5807 1 8 8 7 2 8 
Pavarde5808 Vardas5808 10 4 6 4 9 1 
Pavarde5809 Vardas5809 8 2 1 9 3 9 
Pavarde5810 Vardas5810 9 3 1 3 10 3 
Pavarde5811 Vardas5811 1 4 1 6 6 5 
Pavarde5812 Vardas5812 10 0 8 1 9 1 
Pavarde5813 Vardas5813 4 9 4 9 3 5 
Pavarde5814 Vardas5814 5 0 6 4 0 7 
Pavarde5815 Vardas5815 5 0 10 4 9 2 
Pavarde5816 Vardas5816 9 10 2 7 1 7 
Pavarde5817 Vardas5817 5 3 5 10 5 0 
Pavarde5818 Vardas5818 10 5 6 3 6 1 
Pavarde5819 Vardas5819 6 1 8 10 0 7 
Pavarde5820 Vardas5820 9 9 8 2 1 7 
Pavarde5821 Vardas5821 3 3 5 7 8 2 
Pavarde5822 Vardas5822 9 9 0 0 0 7 
Pavarde5823 Vardas5823 2 4 6 9 9 9 
Pavarde5824 Vardas5824 0 8 2 2 5 2 
Pavarde5825 Vardas5825 10 1 8 10 5 0 
Pavarde5826 Vardas5826 8 1 10 9 6 5 
Pavarde5827 Vardas5827 3 8 1 9 5 9 
Pavarde5828 Vardas5828 3 6 9 6 0 8 
Pavarde5829 Vardas5829 6 8 2 6 8 10 
Pavarde5830 Vardas5830 4 5 6 4 0 7 
Pavarde5831 Vardas5831 1 0 1 4 4 3 
Pavarde5832 Vardas5832 7 1 8 8 2 6 
Pavarde5833 Vardas5833 0 9 0 9 2 6 
Pavarde5834 Vardas5834 3 9 8 1 0 8 
Pavarde5835 Vardas5835 4 4 7 3 6 9 
Pavarde5836 Vardas5836 3 2 9 2 10 0 
Pavarde5837 Vardas5837 8 0 8 2 6 1 
Pavarde5838 Vardas5838 6 4 9 4 7 8 
Pavarde5839 Vardas5839 1 9 3 7 8 5 
Pavarde5840 Vardas5840 5 8 1 8 6 6 
Pavarde5841 Vardas5841 1 9 1 10 9 4 
Pavarde5842 Vardas5842 1 4 7 9 2 2 
Pavarde5843 Vardas5843 8 2 0 1 0 9 
Pavarde5844 Vardas5844 4 0 3 9 6 4 
Pavarde5845 Vardas5845 5 9 1 5 2 5 
Pavarde5846 Vardas5846 9 4 7 7 6 9 
Pavarde5847 Vardas5847 7 4 8 7 3 1 
Pavarde5848 Vardas5848 2 3 3 4 2 8 
Pavarde5849 Vardas5849 7 7 7 4 6 10 
Pavarde5850 Vardas5850 1 3 1 2 2 2 
Pavarde5851 Vardas5851 9 9 9 1 5 3 
Pavarde5852 Vardas5852 9 10 4 3 2 10 
Pavarde5853 Vardas5853 1 0 4 8 7 1 
Pavarde5854 Vardas5854 6 7 8 4 6 5 
Pavarde5855 Vardas5855 6 10 0 2 8 8 
Pavarde5856 Vardas5856 7 4 10 4 10 8 
Pavarde5857 Vardas5857 0 4 4 9 2 4 
Pavarde5858 Vardas5858 8 1 3 2 8 6 
Pavarde5859 Vardas5859 7 10 0 5 5 10 
Pavarde5860 Vardas5860 10 9 0 4 8 1 
Pavarde5861 Vardas5861 4 4 2 1 7 6 
Pavarde5862 Vardas5862 1 2 3 2 9 5 
Pavarde5863 Vardas5863 3 10 4 0 2 9 
Pavarde5864 Vardas5864 2 4 4 4 6 6 
Pavarde5865 Vardas5865 8 6 2 5 7 0 
Pavarde5866 Vardas5866 10 7 9 9 2 4 
Pavarde5867 Vardas5867 10 4 10 4 9 3 
Pavarde5868 Vardas5868 0 0 10 1 0 0 
Pavarde5869 Vardas5869 9 8 1 1 9 4 
Pavarde5870 Vardas5870 6 2 6 6 6 10 
Pavarde5871 Vardas5871 0 10 4 1 5 10 
Pavarde5872 Vardas5872 0 9 10 5 10 8 
Pavarde5873 Vardas5873 5 5 9 9 10 6 
Pavarde5874 Vardas5874 9 7 7 4 0 10 
Pavarde5875 Vardas5875 10 8 4 2 8 7 
Pavarde5876 Vardas5876 9 9 7 0 1 1 
Pavarde5877 Vardas5877 8 7 0 6 4 6 
Pavarde5878 Vardas5878 0 7 8 2 8 1 
Pavarde5879 Vardas5879 6 8 2 4 8 8 
Pavarde5880 Vardas5880 4 7 9 3 0 5 
Pavarde5881 Vardas5881 4 0 10 2 1 4 
Pavarde5882 Vardas5882 4 9 9 0 4 7 
Pavarde5883 Vardas5883 3 10 0 5 6 7 
Pavarde5884 Vardas5884 4 8 10 1 10 1 
Pavarde5885 Vardas5885 3 4 5 0 1 2 
Pavarde5886 Vardas5886 1 8 2 5 10 5 
Pavarde5887 Vardas5887 0 1 7 2 6 2 
Pavarde5888 Vardas5888 0 10 6 4 6 5 
Pavarde5889 Vardas5889 1 5 1 7 9 6 
Pavarde5890 Vardas5890 5 10 2 6 2 3 
Pavarde5891 Vardas5891 9 5 10 7 1 7 
Pavarde5892 Vardas5892 0 6 9 6 8 2 
Pavarde5893 Vardas5893 9 7 1 2 1 3 
Pavarde5894 Vardas5894 0 5 4 9 2 6 
Pavarde5895 Vardas5895 4 9 4 6 7 10 
Pavarde5896 Vardas5896 1 4 10 4 6 6 
Pavarde5897 Vardas5897 10 5 0 2 0 0 
Pavarde5898 Vardas5898 5 5 1 3 2 8 
Pavarde5899 Vardas5899 7 9 2 3 7 8 
Pavarde5900 Vardas5900 7 8 5 10 6 8 
Pavarde5901 Vardas5901 8 1 7 0 1 1 
Pavarde5902 Vardas5902 2 6 4 9 7 1 
Pavarde5903 Vardas5903 9 10 0 7 7 10 
Pavarde5904 Vardas5904 0 4 1 3 8 7 
Pavarde5905 Vardas5905 7 6 10 9 1 8 
Pavarde5906 Vardas5906 8 9 4 10 7 6 
Pavarde5907 Vardas5907 1 2 0 10 3 8 
Pavarde5908 Vardas5908 8 10 0 0 7 1 
Pavarde5909 Vardas5909 9 10 4 10 1 2 
Pavarde5910 Vardas5910 3 0 6 4 5 9 
Pavarde5911 Vardas5911 1 5 4 4 6 0 
Pavarde5912 Vardas5912 3 9 8 0 5 5 
Pavarde5913 Vardas5913 3 2 7 0 7 8 
Pavarde5914 Vardas5914 2 2 7 0 6 8 
Pavarde5915 Vardas5915 6 10 8 9 3 8 
Pavarde5916 Vardas5916 3 0 4 1 7 4 
Pavarde5917 Vardas5917 4 5 7 6 7 2 
Pavarde5918 Vardas5918 6 0 1 6 7 6 
Pavarde5919 Vardas5919 2 9 2 0 4 7 
Pavarde5920 Vardas5920 8 7 1 3 1 1 
Pavarde5921 Vardas5921 7 1 4 0 8 2 
Pavarde5922 Vardas5922 7 10 6 2 2 4 
Pavarde5923 Vardas5923 7 6 10 2 4 9 
Pavarde5924 Vardas5924 6 6 0 1 9 5 
Pavarde5925 Vardas5925 1 10 8 6 4 1 
Pavarde5926 Vardas5926 10 0 7 1 8 9 
Pavarde5927 Vardas5927 9 9 9 10 0 5 
Pavarde5928 Vardas5928 8 8 4 8 0 4 
Pavarde5929 Vardas5929 9 7 1 0 3 8 
Pavarde5930 Vardas5930 2 3 2 7 1 9 
Pavarde5931 Vardas5931 10 10 4 5 2 2 
Pavarde5932 Vardas5932 2 8 6 8 6 1 
Pavarde5933 Vardas5933 6 1 1 10 5 5 
Pavarde5934 Vardas5934 0 0 0 4 5 7 
Pavarde5935 Vardas5935 3 4 10 2 4 8 
Pavarde5936 Vardas5936 0 2 6 8 8 1 
Pavarde5937 Vardas5937 10 6 4 5 7 4 
Pavarde5938 Vardas5938 0 0 3 8 4 1 
Pavarde5939 Vardas5939 4 0 8 1 3 7 
Pavarde5940 Vardas5940 8 1 2 4 4 7 
Pavarde5941 Vardas5941 0 4 6 8 9 8 
Pavarde5942 Vardas5942 4 5 8 6 0 0 
Pavarde5943 Vardas5943 8 4 8 10 6 7 
Pavarde5944 Vardas5944 0 1 9 2 9 7 
Pavarde5945 Vardas5945 5 1 9 7 2 10 
Pavarde5946 Vardas5946 10 0 9 9 4 10 
Pavarde5947 Vardas5947 2 9 0 0 4 6 
Pavarde5948 Vardas5948 4 9 7 6 4 3 
Pavarde5949 Vardas5949 5 5 4 1 3 3 
Pavarde5950 Vardas5950 7 7 9 5 2 9 
Pavarde5951 Vardas5951 6 1 2 4 0 0 
Pavarde5952 Vardas5952 0 3 2 3 7 0 
Pavarde5953 Vardas5953 8 3 8 5 8 7 
Pavarde5954 Vardas5954 2 0 6 5 5 4 
Pavarde5955 Vardas5955 3 6 0 6 1 6 
Pavarde5956 Vardas5956 9 5 3 6 10 10 
Pavarde5957 Vardas5957 5 8 3 1 4 3 
Pavarde5958 Vardas5958 4 7 3 3 8 0 
Pavarde5959 Vardas5959 9 7 1 3 7 5 
Pavarde5960 Vardas5960 1 7 2 1 9 0 
Pavarde5961 Vardas5961 4 4 10 9 5 8 
Pavarde5962 Vardas5962 2 3 2 2 5 8 
Pavarde5963 Vardas5963 1 5 5 7 9 4 
Pavarde5964 Vardas5964 1 10 4 6 8 6 
Pavarde5965 Vardas5965 3 3 7 1 6 6 
Pavarde5966 Vardas5966 6 5 4 10 9 6 
Pavarde5967 Vardas5967 1 1 2 3 10 1 
Pavarde5968 Vardas5968 8 0 9 10 7 10 
Pavarde5969 Vardas5969 9 2 9 10 1 6 
Pavarde5970 Vardas5970 5 8 3 8 4 2 
Pavarde5971 Vardas5971 10 6 4 10 3 4 
Pavarde5972 Vardas5972 4 4 4 5 8 5 
Pavarde5973 Vardas5973 9 0 8 0 10 7 
Pavarde5974 Vardas5974 7 1 3 9 3 0 
Pavarde5975 Vardas5975 4 10 4 1 10 7 
Pavarde5976 Vardas5976 2 8 4 4 0 6 
Pavarde5977 Vardas5977 6 9 0 7 3 4 
Pavarde5978 Vardas5978 0 2 4 7 2 1 
Pavarde5979 Vardas5979 10 1 3 9 2 2 
Pavarde5980 Vardas5980 8 8 6 9 3 0 
Pavarde5981 Vardas5981 2 4 7 8 4 1 
Pavarde5982 Vardas5982 4 3 4 8 2 1 
Pavarde5983 Vardas5983 7 10 5 7 6 9 
Pavarde5984 Vardas5984 1 2 10 10 1 1 
Pavarde5985 Vardas5985 8 7 10 8 3 8 
Pavarde5986 Vardas5986 8 8 2 8 1 9 
Pavarde5987 Vardas5987 2 2 6 8 2 5 
Pavarde5988 Vardas5988 10 4 5 9 10 1 
Pavarde5989 Vardas5989 2 8 7 5 3 1 
Pavarde5990 Vardas5990 3 3 0 1 7 2 
Pavarde5991 Vardas5991 1 2 0 1 9 2 
Pavarde5992 Vardas5992 7 8 4 9 8 6 
Pavarde5993 Vardas5993 0 6 9 10 7 4 
Pavarde5994 Vardas5994 9 3 10 0 2 5 
Pavarde5995 Vardas5995 4 7 8 2 7 0 
Pavarde5996 Vardas5996 1 6 10 7 0 0 
Pavarde5997 Vardas5997 2 8 0 7 9 8 
Pavarde5998 Vardas5998 8 3 2 5 6 4 
Pavarde5999 Vardas5999 1 7 7 0 5 2 
Pavarde6000 Vardas6000 5 9 4 5 1 0 
Pavarde6001 Vardas6001 9 8 7 7 7 0 
Pavarde6002 Vardas6002 5 2 1 3 8 2 
Pavarde6003 Vardas6003 10 2 9 1 0 2 
Pavarde6004 Vardas6004 10 7 6 8 4 9 
Pavarde6005 Vardas6005 6 1 3 9 6 8 
Pavarde6006 Vardas6006 7 2 6 9 7 6 
Pavarde6007 Vardas6007 2 8 9 2 6 9 
Pavarde6008 Vardas6008 0 10 10 5 4 0 
Pavarde6009 Vardas6009 6 0 4 2 10 2 
Pavarde6010 Vardas6010 10 3 8 4 9 0 
Pavarde6011 Vardas6011 10 7 6 2 6 6 
Pavarde6012 Vardas6012 10 9 1 1 1 3 
Pavarde6013 Vardas6013 5 3 9 4 9 6 
Pavarde6014 Vardas6014 4 1 10 4 10 5 
Pavarde6015 Vardas6015 10 2 6 7 9 1 
Pavarde6016 Vardas6016 3 3 8 7 6 6 
Pavarde6017 Vardas6017 7 2 6 2 5 9 
Pavarde6018 Vardas6018 2 8 7 3 8 8 
Pavarde6019 Vardas6019 10 0 4 2 3 8 
Pavarde6020 Vardas6020 4 7 3 5 6 1 
Pavarde6021 Vardas6021 1 1 1 8 1 0 
Pavarde6022 Vardas6022 2 6 0 9 7 10 
Pavarde6023 Vardas6023 6 10 8 7 9 8 
Pavarde6024 Vardas6024 3 3 2 2 9 10 
Pavarde6025 Vardas6025 5 7 6 9 9 4 
Pavarde6026 Vardas6026 10 5 5 7 0 1 
Pavarde6027 Vardas6027 2 3 7 1 0 10 
Pavarde6028 Vardas6028 7 7 7 9 10 9 
Pavarde6029 Vardas6029 0 3 3 0 9 8 
Pavarde6030 Vardas6030 7 7 8 10 3 0 
Pavarde6031 Vardas6031 1 10 3 8 1 8 
Pavarde6032 Vardas6032 2 2 9 1 10 2 
Pavarde6033 Vardas6033 7 0 1 10 10 5 
Pavarde6034 Vardas6034 8 1 7 1 9 6 
Pavarde6035 Vardas6035 7 4 8 9 0 0 
Pavarde6036 Vardas6036 0 1 9 7 10 5 
Pavarde6037 Vardas6037 10 9 6 2 2 2 
Pavarde6038 Vardas6038 7 6 6 5 0 1 
Pavarde6039 Vardas6039 3 5 0 2 9 1 
Pavarde6040 Vardas6040 3 7 8 6 8 7 
Pavarde6041 Vardas6041 3 0 0 5 6 6 
Pavarde6042 Vardas6042 10 4 9 1 6 8 
Pavarde6043 Vardas6043 2 2 3 9 6 1 
Pavarde6044 Vardas6044 2 9 1 10 1 2 
Pavarde6045 Vardas6045 9 6 10 9 3 5 
Pavarde6046 Vardas6046 8 0 4 7 2 9 
Pavarde6047 Vardas6047 10 8 2 6 8 2 
Pavarde6048 Vardas6048 0 8 0 2 8 4 
Pavarde6049 Vardas6049 1 4 2 9 4 8 
Pavarde6050 Vardas6050 2 7 8 8 7 6 
Pavarde6051 Vardas6051 0 9 9 10 5 3 
Pavarde6052 Vardas6052 2 2 7 1 1 4 
Pavarde6053 Vardas6053 8 6 4 6 1 0 
Pavarde6054 Vardas6054 0 6 1 5 5 6 
Pavarde6055 Vardas6055 1 3 1 6 9 0 
Pavarde6056 Vardas6056 4 9 9 8 6 10 
Pavarde6057 Vardas6057 1 6 4 1 0 9 
Pavarde6058 Vardas6058 10 8 5 0 0 7 
Pavarde6059 Vardas6059 9 7 7 6 10 1 
Pavarde6060 Vardas6060 5 3 3 4 5 0 
Pavarde6061 Vardas6061 0 7 3 0 7 2 
Pavarde6062 Vardas6062 4 9 4 3 8 1 
Pavarde6063 Vardas6063 6 3 8 7 0 10 
Pavarde6064 Vardas6064 0 2 10 6 8 2 
Pavarde6065 Vardas6065 4 4 6 3 10 8 
Pavarde6066 Vardas6066 7 7 7 6 6 5 
Pavarde6067 Vardas6067 4 5 4 9 10 2 
Pavarde6068 Vardas6068 3 6 10 8 1 9 
Pavarde6069 Vardas6069 10 6 10 3 0 9 
Pavarde6070 Vardas6070 5 4 8 3 7 6 
Pavarde6071 Vardas6071 1 5 6 4 3 0 
Pavarde6072 Vardas6072 0 5 8 0 5 2 
Pavarde6073 Vardas6073 7 2 4 8 3 7 
Pavarde6074 Vardas6074 4 9 1 6 4 7 
Pavarde6075 Vardas6075 1 8 4 9 9 2 
Pavarde6076 Vardas6076 1 9 5 4 1 5 
Pavarde6077 Vardas6077 5 0 4 1 6 10 
Pavarde6078 Vardas6078 1 0 2 5 2 4 
Pavarde6079 Vardas6079 2 8 9 1 2 2 
Pavarde6080 Vardas6080 4 4 10 8 10 9 
Pavarde6081 Vardas6081 10 3 7 1 1 8 
Pavarde6082 Vardas6082 7 2 8 1 7 3 
Pavarde6083 Vardas6083 7 1 7 3 4 9 
Pavarde6084 Vardas6084 10 7 0 4 2 10 
Pavarde6085 Vardas6085 1 4 1 7 2 5 
Pavarde6086 Vardas6086 3 0 6 1 0 4 
Pavarde6087 Vardas6087 8 5 5 0 5 5 
Pavarde6088 Vardas6088 1 8 6 8 1 7 
Pavarde6089 Vardas6089 9 8 10 2 1 5 
Pavarde6090 Vardas6090 10 3 3 5 7 3 
Pavarde6091 Vardas6091 7 6 3 5 0 9 
Pavarde6092 Vardas6092 3 8 4 1 3 9 
Pavarde6093 Vardas6093 1 9 1 1 2 8 
Pavarde6094 Vardas6094 1 9 3 2 0 6 
Pavarde6095 Vardas6095 7 9 3 3 6 7 
Pavarde6096 Vardas6096 9 3 10 7 4 0 
Pavarde6097 Vardas6097 10 6 6 9 6 0 
Pavarde6098 Vardas6098 10 5 0 7 5 9 
Pavarde6099 Vardas6099 1 8 1 3 2 10 
Pavarde6100 Vardas6100 10 2 1 3 5 7 
Pavarde6101 Vardas6101 3 4 5 10 7 8 
Pavarde6102 Vardas6102 1 10 4 4 6 3 
Pavarde6103 Vardas6103 3 5 6 7 5 9 
Pavarde6104 Vardas6104 1 1 9 9 3 3 
Pavarde6105 Vardas6105 4 10 7 3 7 0 
Pavarde6106 Vardas6106 0 10 5 1 5 10 
Pavarde6107 Vardas6107 4 6 4 7 10 5 
Pavarde6108 Vardas6108 9 5 1 1 5 0 
Pavarde6109 Vardas6109 9 10 0 3 1 7 
Pavarde6110 Vardas6110 5 0 2 3 8 9 
Pavarde6111 Vardas6111 3 10 5 8 2 6 
Pavarde6112 Vardas6112 1 6 10 2 8 9 
Pavarde6113 Vardas6113 6 5 3 6 10 7 
Pavarde6114 Vardas6114 2 0 6 10 7 0 
Pavarde6115 Vardas6115 5 6 3 3 3 4 
Pavarde6116 Vardas6116 5 1 6 3 9 3 
Pavarde6117 Vardas6117 5 3 7 10 7 6 
Pavarde6118 Vardas6118 10 9 0 6 1 9 
Pavarde6119 Vardas6119 2 9 5 7 7 8 
Pavarde6120 Vardas6120 6 6 5 5 1 1 
Pavarde6121 Vardas6121 1 0 8 6 4 5 
Pavarde6122 Vardas6122 0 10 4 2 0 10 
Pavarde6123 Vardas6123 0 2 9 0 1 6 
Pavarde6124 Vardas6124 6 1 7 5 3 2 
Pavarde6125 Vardas6125 6 7 6 2 6 9 
Pavarde6126 Vardas6126 9 3 1 0 4 0 
Pavarde6127 Vardas6127 10 9 6 6 6 10 
Pavarde6128 Vardas6128 1 7 7 2 6 4 
Pavarde6129 Vardas6129 4 8 3 4 9 6 
Pavarde6130 Vardas6130 8 7 3 7 4 7 
Pavarde6131 Vardas6131 2 10 2 0 8 3 
Pavarde6132 Vardas6132 7 8 3 10 10 10 
Pavarde6133 Vardas6133 4 7 8 5 0 9 
Pavarde6134 Vardas6134 5 10 7 3 1 1 
Pavarde6135 Vardas6135 4 0 5 6 1 0 
Pavarde6136 Vardas6136 6 1 9 0 7 9 
Pavarde6137 Vardas6137 6 10 10 3 5 2 
Pavarde6138 Vardas6138 10 10 4 3 6 3 
Pavarde6139 Vardas6139 4 9 1 5 2 7 
Pavarde6140 Vardas6140 10 8 10 0 8 9 
Pavarde6141 Vardas6141 0 1 4 0 10 8 
Pavarde6142 Vardas6142 6 10 7 1 10 6 
Pavarde6143 Vardas6143 8 4 4 0 7 3 
Pavarde6144 Vardas6144 0 10 4 6 6 6 
Pavarde6145 Vardas6145 2 0 0 8 8 10 
Pavarde6146 Vardas6146 9 7 4 5 6 0 
Pavarde6147 Vardas6147 9 9 7 4 6 10 
Pavarde6148 Vardas6148 4 9 8 2 9 7 
Pavarde6149 Vardas6149 8 5 7 3 2 9 
Pavarde6150 Vardas6150 4 8 8 1 9 3 
Pavarde6151 Vardas6151 5 9 5 6 10 5 
Pavarde6152 Vardas6152 10 5 10 8 6 2 
Pavarde6153 Vardas6153 6 9 3 8 7 7 
Pavarde6154 Vardas6154 3 10 10 5 8 9 
Pavarde6155 Vardas6155 1 3 1 3 9 5 
Pavarde6156 Vardas6156 10 3 7 3 1 6 
Pavarde6157 Vardas6157 1 10 6 9 5 5 
Pavarde6158 Vardas6158 7 9 0 1 10 1 
Pavarde6159 Vardas6159 3 5 8 0 6 7 
Pavarde6160 Vardas6160 3 8 6 9 10 3 
Pavarde6161 Vardas6161 5 10 4 9 5 7 
Pavarde6162 Vardas6162 0 8 5 3 9 7 
Pavarde6163 Vardas6163 8 9 1 1 10 5 
Pavarde6164 Vardas6164 10 4 7 9 8 9 
Pavarde6165 Vardas6165 6 5 10 7 9 5 
Pavarde6166 Vardas6166 9 10 6 0 1 3 
Pavarde6167 Vardas6167 4 6 4 10 4 9 
Pavarde6168 Vardas6168 2 4 0 0 4 3 
Pavarde6169 Vardas6169 8 1 9 0 6 0 
Pavarde6170 Vardas6170 7 1 6 6 1 4 
Pavarde6171 Vardas6171 0 1 4 9 2 10 
Pavarde6172 Vardas6172 6 5 8 10 6 9 
Pavarde6173 Vardas6173 6 0 4 5 5 9 
Pavarde6174 Vardas6174 4 9 5 3 7 2 
Pavarde6175 Vardas6175 10 10 7 4 5 8 
Pavarde6176 Vardas6176 8 0 4 0 10 0 
Pavarde6177 Vardas6177 2 4 1 6 1 3 
Pavarde6178 Vardas6178 2 9 0 3 6 7 
Pavarde6179 Vardas6179 4 5 10 8 5 2 
Pavarde6180 Vardas6180 6 10 5 2 3 3 
Pavarde6181 Vardas6181 6 8 10 2 2 2 
Pavarde6182 Vardas6182 6 8 6 7 8 1 
Pavarde6183 Vardas6183 4 5 3 5 5 3 
Pavarde6184 Vardas6184 6 3 10 4 2 9 
Pavarde6185 Vardas6185 8 2 10 2 0 0 
Pavarde6186 Vardas6186 1 0 8 5 9 7 
Pavarde6187 Vardas6187 5 2 1 4 0 9 
Pavarde6188 Vardas6188 2 8 2 7 8 10 
